Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
90003086,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/06/2017
90003087,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10110,JKT Melt,Batch & Furnace,1/05/2011
90003088,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Electrical,15/08/2014
90003089,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,1/05/2011
90003090,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,15/10/2011
90003092,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,1/07/2014
90003095,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/01/2012
90003096,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/11/2012
90003097,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,20/12/2012
90003098,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/03/2017
90003103,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop,1/11/2018
90003104,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,Inspection Packaging,1/09/2017
90003105,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""A"" Shift Hot End",1/08/2011
90003106,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,"""B"" Shift Hot End",23/03/2012
90003108,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10140,JKT Job Change,Unit Plant 1,22/06/2019
90003110,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Forming Engineering,24/06/2019
90003111,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Machine Maintenance,27/06/2019
90003114,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift C,1/05/2018
90003115,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 21 Shift A,17/10/2014
90003116,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,16/04/2015
90003117,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/03/2012
90003120,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""C"" Shift Hot End",1/03/2012
90003122,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift C,1/06/2014
90003124,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Electrical,20/11/2014
90003125,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mechanical Engineering,16/05/2019
90003126,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift A,1/11/2018
90003127,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,"""B"" Shift Hot End",1/07/2012
90003130,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,20/03/2015
90003133,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Mechanical Engineering,1/07/2014
90003137,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,1/11/2014
90003139,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/09/2013
90003142,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,"""B"" Shift Hot End",1/12/2012
90003143,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/02/2013
90003144,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,9/02/2014
90003145,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,1/12/2012
90003147,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/12/2014
90003149,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/05/2015
90003150,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Logistic & PPIC,28/08/2017
90003152,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,11/11/2013
90003153,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production Planning Inventory Control,15/09/2014
90003154,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/09/2013
90003155,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,20/08/2013
90003156,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10490,JKT Manufacturing Su,Manufacturing Process Capability Program,16/07/2017
90003157,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10490,JKT Manufacturing Su,Manufacturing Process Capability Program,1/12/2014
90003159,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 12 Shift B,1/11/2013
90003161,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 14 Shift D,1/12/2013
90003162,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,23/08/2014
90003163,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/08/2015
90003166,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Plant Reliability,1/04/2014
90003167,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Mechanical Engineering,1/07/2014
90003170,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/01/2016
90003171,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift D,20/01/2016
90003172,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift B,1/03/2014
90003173,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 12 Shift B,1/03/2014
90003174,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10240,JKT Maintenance-Mc,Machine Maintenance,1/03/2014
90003175,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10400,JKT Administration,PT Kangar Consolidated Industries,16/03/2018
90003180,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/12/2014
90003181,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Plant Reliability,1/01/2015
90003182,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/06/2015
90003183,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/08/2014
90003185,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift C,15/09/2016
90003187,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop,1/11/2014
90003188,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Machine Maintenance,27/06/2019
90003189,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection Packaging,1/04/2015
90003192,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 21 Shift C,1/06/2018
90003197,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 24 Shift B,1/12/2014
90003198,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 22 Shift D,1/12/2014
90003199,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/09/2015
90003200,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/03/2015
90003203,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/04/2015
90003204,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electrical,13/06/2016
90003207,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection Packaging,1/06/2015
90003208,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/06/2015
90003209,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/04/2015
90003211,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift D,1/04/2015
90003212,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 24 Shift D,24/01/2015
90003214,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/03/2015
90003216,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,1/04/2015
90003217,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,17/09/2016
90003218,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,6/07/2015
90003219,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10400,JKT Administration,PT Kangar Consolidated Industries,1/12/2017
90003220,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Mechanical Engineering,6/10/2016
90003222,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 24 Shift D,1/04/2015
90003224,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 14 Shift A,1/07/2015
90003225,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 14 Shift B,13/05/2015
90003226,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift B,1/07/2015
90003227,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift D,1/07/2015
90003230,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Machine Line 24,18/07/2016
90003231,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/05/2016
90003232,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,29/09/2018
90003233,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 14 Shift C,24/07/2015
90003234,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift D,1/06/2015
90003237,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,14/01/2017
90003239,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/10/2015
90003240,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Plant Reliability,1/10/2015
90003241,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 14 Shift B,1/10/2015
90003242,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/07/2017
90003245,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 12 Shift C,14/02/2017
90003248,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/02/2016
90003250,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,Inspection Packaging,13/11/2017
90003251,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift A,1/06/2018
90003256,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,8/12/2018
90003258,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/05/2016
90003259,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/09/2016
90003260,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,1/04/2016
90003262,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Plant Reliability,22/12/2018
90003265,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Electrical,1/01/2017
90003268,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/06/2016
90003269,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10360,JKT Sale & Marketing,Marketing & Sales,1/12/2017
90003272,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,25/08/2016
90003277,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Inspection Packaging,13/01/2017
90003279,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Inspection Packaging,1/01/2017
90003280,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Inspection Packaging,23/06/2019
90003281,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Inspection Packaging,1/01/2017
90003282,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,Inspection Packaging,1/02/2017
90003286,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10170,JKT Pack,Quality Service,1/11/2017
90003287,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift D,1/02/2017
90003288,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 14 Shift B,1/12/2016
90003289,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 11 Shift D,21/04/2019
90003291,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/09/2017
90003292,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection Packaging,23/06/2019
90003294,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,27/06/2019
90003296,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/02/2017
90003298,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,22/11/2016
90003299,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/11/2018
90003304,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,26/11/2017
90003305,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,1/02/2017
90003306,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,1/02/2017
90003314,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift B,1/02/2018
90003315,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift D,30/10/2018
90003316,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 22 Shift B,6/06/2017
90003319,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Line 22 Shift C,17/06/2017
90003323,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Procurement,5/10/2017
90003325,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Plant Reliability,27/12/2018
90003327,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/07/2019
90003329,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/12/2017
90003332,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/01/2019
90003333,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,7/07/2017
90003334,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,1/10/2017
90003335,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10230,JKT Maintenance-Elec,Forming Engineering,1/10/2017
90003336,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift C,18/08/2018
90003337,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,22/06/2019
90003339,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10580,JKT Warehousing,Warehouse & Logistics,13/03/2018
90003344,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Procurement,1/02/2018
90003348,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 22 Shift D,14/07/2018
90003351,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,Line 24 Shift D,1/05/2018
90003354,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,16/01/2019
90003357,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Inspection Packaging,1/03/2018
90003359,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Electrical,22/03/2018
90003361,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/03/2018
90003365,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Procurement,5/10/2018
90003367,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,11/04/2018
90003370,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,16/02/2019
90003371,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10400,JKT Administration,PT Kangar Consolidated Industries,7/09/2018
90003373,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/10/2018
